Price,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Rolling_17d_Return
Ticker,SPY,SPY,SPY,SPY,SPY,SPY,,,
Date,,,,,,,,,
3/7/03,54.72983932,83.31999969,83.98999786,81.43000031,81.61000061,63538000,0.006888157,-0.404383964,-0.001318248
3/10/03,53.41609573,81.31999969,82.86000061,81.09999847,82.59999847,41014100,-0.024004156,-0.418681225,-0.009500588
3/11/03,52.89061356,80.51999664,82,80.48000336,81.48000336,48102700,-0.009837525,-0.424399963,-0.022222177
3/12/03,53.245327,81.05999756,81.09999847,79.37999725,80.37999725,62459800,0.006706548,-0.420539673,-0.036720439
3/13/03,55.08455276,83.86000061,83.91000366,81.52999878,82.18000031,72117800,0.034542482,-0.400523675,-0.020669915
3/14/03,55.26190186,84.12999725,84.76999664,83.34999847,84.19999695,63951800,0.003219579,-0.398593614,-0.012326744
3/17/03,57.00259399,86.77999878,86.94999695,83.22000122,83.45999908,88217500,0.031498955,-0.379649941,0.029052229
3/18/03,57.33757782,87.29000092,87.34999847,86.27999878,87.15000153,50792300,0.005876642,-0.376004366,0.024770959
3/19/03,57.77766418,87.95999908,88.16000366,86.68000031,87.27999878,49630800,0.007675357,-0.371214977,0.049641529
3/20/03,57.90249252,88.15000153,88.58999634,86.34999847,87.33000183,67321600,0.002160495,-0.36985649,0.043565668
3/21/03,59.13841248,89.66999817,89.87999725,87.93000031,88.80000305,71165300,0.021344849,-0.356406172,0.081590233
3/24/03,57.17305374,86.69000244,88.13999939,86.34999847,88.01999664,65398900,-0.033233201,-0.377794855,0.032007323
3/25/03,57.72045898,87.51999664,88.26000214,86.44000244,86.73999786,61040100,0.009574532,-0.371837532,0.0350163
3/26/03,57.4302597,87.08000183,87.84999847,86.80000305,87.55999756,45740800,-0.005027668,-0.374995724,0.039732353
3/27/03,57.47645187,87.15000153,87.66000366,85.98999786,86.40000153,53120200,0.000804318,-0.374493022,0.057418757
3/28/03,57.18626022,86.70999908,87.27999878,86.25,86.47000122,32583000,-0.005048879,-0.377651131,0.043254928
3/31/03,55.88702011,84.73999786,86.58999634,84.40000153,85.34999847,61119500,-0.022719445,-0.391790552,0.028177304
4/1/03,56.74437714,86.04000092,86.38999939,84.91000366,85.25,53574000,0.015340897,-0.382460074,0.036808765
4/2/03,58.11614609,88.12000275,88.76999664,87.5,87.54000092,50431200,0.024174535,-0.367531333,0.087989403
4/3/03,57.83918381,87.69999695,88.98999786,87.65000153,88.87000275,48755500,-0.004765668,-0.370545469,0.093562353
4/4/03,58.18212891,88.22000122,88.58999634,87.62000275,88.43000031,36250100,0.005929287,-0.366813252,0.092718032
4/7/03,58.07001114,88.05000305,90.84999847,87.97000122,90.33999634,69776200,-0.001927014,-0.368033412,0.054197742
4/8/03,58.16233826,88.19000244,88.65000153,87.70999908,88.30000305,39712700,0.001589928,-0.367028631,0.05248528
4/9/03,57.39731216,87.02999878,89.09999847,86.76999664,88.36000061,55647300,-0.01315329,-0.375354287,0.006924565
4/10/03,57.71385193,87.51000214,87.62999725,85.70999908,87.08999634,41812400,0.005514888,-0.371909435,0.006562435
4/11/03,57.47645187,87.15000153,88.69999695,86.86000061,88.16000366,47730100,-0.004113398,-0.374493022,-0.0052133
4/14/03,58.66355896,88.94999695,89,87,87.47000122,36711700,0.020653799,-0.361573927,0.013143932
4/15/03,59.21096802,89.77999878,89.77999878,88.41999817,88.83999634,49709800,0.009331331,-0.355616562,0.001226877
4/16/03,58.20191574,88.25,90.05999756,88.02999878,89.91000366,51788000,-0.017041645,-0.366597915,0.017995575
4/17/03,59.06586456,89.55999756,89.72000122,88.19000244,88.30000305,37403100,0.014843993,-0.357195699,0.02330899
4/21/03,59.12522507,89.65000153,90.16000366,89.05999756,89.86000061,32052700,0.001004988,-0.356549689,0.029513455
4/22/03,60.23981857,91.33999634,91.55999756,88.88999939,89.09999847,59763600,0.018851404,-0.344419747,0.048078241
4/23/03,60.7938118,92.18000031,92.34999847,91.23999786,91.62000275,44227100,0.009196462,-0.338390728,0.063084237
4/24/03,60.25301361,91.36000061,92.08000183,90.95999908,91.52999878,49692400,-0.008895612,-0.344276147,0.07812178
4/25/03,59.50771332,90.23000336,91.47000122,90.01999664,91.30000305,43917200,-0.012369511,-0.352387131,0.048697974
4/28/03,60.53658676,91.79000092,92.19000244,90.30000305,90.44000244,46432900,0.017289749,-0.341190066,0.041648334
4/29/03,60.74760056,92.11000061,92.80000305,91.40000153,92.13999939,52017100,0.003485723,-0.338893637,0.05028454
4/30/03,60.6157074,91.91000366,92.56999969,91.41000366,91.91000366,48709100,-0.002171167,-0.340329009,0.041826907
5/1/03,60.6091156,91.90000153,92.73000336,90.5,91.91999817,50240400,-0.000108747,-0.340400747,0.043724883
5/2/03,61.4730835,93.20999908,93.47000122,91.48999786,91.55999756,50201500,0.014254752,-0.330998323,0.056922492
5/5/03,61.35435867,93.02999878,93.77999878,92.5,93.47000122,35437800,-0.00193133,-0.332290386,0.068941321
5/6/03,61.93476105,93.91000366,94.37999725,93,93.04000092,44401000,0.009459839,-0.325973961,0.073135114
5/7/03,61.59183121,93.38999939,94.13999939,92.97000122,93.41999817,41413100,-0.005536953,-0.329706011,0.071601137
5/8/03,60.97185135,92.44999695,93.33000183,92.27999878,92.51999664,40570700,-0.010065943,-0.336453152,0.039347977
5/9/03,61.8160553,93.73000336,93.80000305,92.61000061,92.83000183,33608100,0.013845798,-0.327265816,0.043996701
5/12/03,62.57443619,94.87999725,95.12000275,93.27999878,93.5,35662300,0.012268348,-0.319012479,0.075126744
5/13/03,62.46237183,94.70999908,95.18000031,94.26000214,94.52999878,39253600,-0.001790897,-0.320232057,0.057503726
5/14/03,62.33043289,94.51000214,95.23999786,93.91000366,95.08999634,32195100,-0.002112295,-0.321667928,0.054210497
5/15/03,62.72615814,95.11000061,95.33000183,94.25,94.88999939,43879200,0.006348829,-0.317361313,0.041274022
5/16/03,62.56788635,94.87000275,95.44999695,94.26000214,94.88999939,38905000,-0.002523218,-0.31908376,0.029181828
5/19/03,61.10375214,92.65000153,94.41999817,92.33000183,94.15000153,41606000,-0.02340073,-0.335017697,0.014119435
5/20/03,60.9784584,92.45999908,93.02999878,91.58999634,92.81999969,55404600,-0.002050508,-0.336381248,0.024715201
5/21/03,61.10375214,92.65000153,92.87999725,91.91000366,92.11000061,49333800,0.002054721,-0.335017697,0.009368969
5/22/03,61.7105217,93.56999969,94.05000305,92.68000031,92.94999695,38421800,0.009930152,-0.328414321,0.01585118
5/23/03,61.83581161,93.76000214,93.98000336,93.13999939,93.52999878,26155900,0.002030285,-0.327050811,0.020128516
5/27/03,62.91742325,95.40000153,95.83999634,93.06999969,93.30000305,43719200,0.01749167,-0.315279806,0.038085156
5/28/03,63.0954628,95.66999817,96.47000122,95.43000031,95.84999847,37727100,0.002829734,-0.31334223,0.026391702
5/29/03,62.93060303,95.41999817,96.81999969,95.08000183,95.87999725,50844200,-0.002612863,-0.315136373,0.025690829
5/30/03,63.93965912,96.94999695,97.08999634,95.55999756,95.90000153,52529500,0.016034426,-0.304154978,0.032371128
6/2/03,64.20345306,97.34999847,98.44999695,96.66999817,97.52999878,50305500,0.00412567,-0.30128415,0.042402082
6/3/03,64.46726227,97.75,97.83999634,96.84999847,97.15000153,38254500,0.004108957,-0.298413157,0.057328273
6/4/03,65.39717865,99.16000366,99.34999847,97.56999969,97.66000366,49360700,0.01442463,-0.288293027,0.057931929
6/5/03,65.72032928,99.65000153,99.65000153,98.26999664,98.58000183,46262400,0.004941354,-0.284776231,0.050274414
6/6/03,65.46311951,99.26000214,101.4000015,99.12999725,100.4000015,60356800,-0.003913702,-0.287575403,0.048040886
6/9/03,64.7970047,98.25,99.09999847,97.76999664,98.76999664,37808500,-0.010175421,-0.294824623,0.039572512
6/10/03,65.45650482,99.25,99.26000214,98.19000244,98.45999908,29965900,0.010177941,-0.28764739,0.043528039
6/11/03,66.14899445,100.3000031,100.3899994,98.70999908,99.16000366,37610200,0.010579386,-0.280111137,0.057235561
6/12/03,66.35345459,100.6100006,100.9000015,99.62000275,100.75,36442000,0.003090903,-0.27788603,0.085914568
6/13/03,65.66098022,99.55999756,100.75,98.94999695,100.6100006,48628300,-0.010436146,-0.285422117,0.07678977
6/16/03,67.0459671,101.6600037,101.6999969,99.80000305,99.95999908,36326300,0.021092997,-0.270349528,0.097247955
6/17/03,67.0459671,101.6600037,102.1800003,101.2300034,102.0699997,36801800,0,-0.270349528,0.08645925
6/18/03,66.98658752,101.5699997,102.1399994,101,101.2900009,35521000,-0.000885655,-0.270995746,0.08329762
6/19/03,65.96435547,100.0199966,101.7300034,99.83999634,101.6399994,43551700,-0.01526025,-0.282120533,0.048427479
6/20/03,65.81873322,99.44000244,100.5,99.41999817,100.3899994,41545000,-0.00220759,-0.283705316,0.043161113
6/23/03,65.14360046,98.41999817,99.66000366,97.91999817,99.44999695,34237500,-0.010257456,-0.291052678,0.03516568
6/24/03,65.20978546,98.51999664,99.08999634,98.01999664,98.22000122,36213600,0.001015986,-0.290332397,0.019864453
6/25/03,64.55451202,97.52999878,99.44000244,97.52999878,98.52999878,47743400,-0.010048698,-0.297463632,0.005467914
6/26/03,65.39513397,98.80000305,98.98000336,96.95999908,97.77999878,33477300,0.013021893,-0.288315279,0.014392913
6/27/03,64.64057159,97.66000366,99.19000244,97.58000183,98.75,54208800,-0.01153851,-0.29652706,-0.011569414
6/30/03,64.62068176,97.62999725,98.66999817,97.47000122,98.22000122,33349000,-0.000307699,-0.296743518,-0.016732228
7/1/03,65.21640015,98.52999878,98.84999847,96.43000031,97.25,51322800,0.009218695,-0.29026041,-0.00376883
7/2/03,66.03717804,99.76999664,99.79000092,98.56999969,98.76999664,34662100,0.012585452,-0.281328017,0.019139362
7/3/03,65.35541534,98.73999786,99.84999847,97.90000153,99.06999969,30792800,-0.010323922,-0.28874753,-0.001544376
7/7/03,66.65271759,100.6999969,100.9000015,99.65000153,99.65000153,31391100,0.019849958,-0.274629199,0.007614978
7/8/03,66.95058441,101.1500015,101.2900009,100.1699982,100.5,30952500,0.004468937,-0.271387562,0.008999227
7/9/03,66.57330322,100.5800018,101.4000015,100.0299988,100.9199982,36528500,-0.005635219,-0.275493452,0.013894447
7/10/03,65.72609711,99.30000305,100.0400009,98.62999725,99.83999634,49777700,-0.012725914,-0.28471346,-0.019686046
7/11/03,66.3482666,100.2399979,100.4499969,99.38999939,99.38999939,39976300,0.009466095,-0.27794249,-0.010406301
7/14/03,66.67258453,100.7300034,101.9000015,100.4499969,101.1999969,42114900,0.004888115,-0.27441299,-0.00468755
7/15/03,66.52697754,100.5100021,101.4599991,99.94999695,101.3799973,42573600,-0.002183911,-0.275997607,0.008529183
7/16/03,66.13643646,99.91999817,100.8700027,99.23000336,100.8099976,39894200,-0.005870417,-0.280247803,0.004826943
7/17/03,65.19655609,98.5,99.87999725,98.16000366,99.15000153,52253500,-0.014211234,-0.29047637,0.000812906
7/18/03,65.8650589,99.51000214,99.80000305,98.45999908,99.01999664,35698100,0.010253652,-0.283201161,0.010048698
7/21/03,65.0509491,98.27999878,99.48999786,97.84999847,99.44999695,34786000,-0.012360268,-0.292060987,0.007690199
7/22/03,65.64000702,99.16999817,99.41000366,97.91999817,98.69000244,49968300,0.009055332,-0.285650365,0.003744515
7/23/03,65.68636322,99.23999786,99.44999695,98.27999878,99.20999908,37275400,0.000706219,-0.285145878,0.016178564
7/24/03,65.18998718,98.48999786,100.3399963,98.37000275,99.98999786,40896200,-0.007556759,-0.290547858,0.008809957
7/25/03,66.34164429,100.2300034,100.2900009,98.04000092,98.66000366,43241100,0.017666166,-0.278014559,0.017254006
7/28/03,66.09677124,99.86000061,100.9800034,99.66999817,100.3700027,34382800,-0.003691091,-0.280679473,0.000902419
7/29/03,65.79223633,99.40000153,100.2600021,98.68000031,100.1399994,53472100,-0.00460741,-0.283993678,0.006683776
7/30/03,65.63339233,99.16000366,99.75,98.93000031,99.59999847,28363300,-0.002414327,-0.285722351,-0.015293079
7/31/03,65.78562927,99.38999939,100.9100037,99.16999817,99.98000336,54937200,0.002319504,-0.284065581,-0.017400224
8/1/03,65.20317078,98.51000214,99.52999878,98.23999786,99.19000244,49321000,-0.008853887,-0.290404383,-0.020580809
8/4/03,65.20317078,98.51000214,99,97,98.30999756,55214100,0,-0.290404383,-0.007956145
8/5/03,63.81982422,96.41999817,98.76000214,96.33999634,98.41000366,61415600,-0.02121594,-0.305459121,-0.038108643
8/6/03,64.19049835,96.98000336,98.05999756,96.41999817,96.69000244,50096900,0.005808135,-0.301425134,-0.037227988
8/7/03,64.86562347,98,98.06999969,96.76000214,97.16999817,43427400,0.010517524,-0.294077856,-0.024972637
8/8/03,65.0509491,98.27999878,98.55000305,97.76000214,98.31999969,27357300,0.00285707,-0.292060987,-0.016412849
8/11/03,65.29582977,98.65000153,99.04000092,97.83999634,98.26000214,34631400,0.003764444,-0.28939599,0.001522683
8/12/03,65.89157104,99.55000305,99.58999634,98.41999817,98.70999908,43285600,0.009123726,-0.282912634,0.000402522
8/13/03,65.55396271,99.04000092,99.84999847,98.52999878,99.81999969,36152000,-0.005123695,-0.286586771,0.00773261
8/14/03,65.73272705,99.30999756,99.75,98.44999695,99.09999847,35525100,0.00272698,-0.284641308,0.001412554
8/15/03,65.93786621,99.62000275,99.79000092,99.12000275,99.36000061,12567000,0.003120807,-0.282408811,0.003828846
8/18/03,66.50711823,100.4800034,100.5999985,99.73999786,99.93000031,22873800,0.008633158,-0.276213733,0.020204499
8/19/03,66.75866699,100.8600006,100.9400024,100,100.6900024,37437700,0.003782283,-0.273476168,0.006285987
8/20/03,66.48723602,100.4499969,100.8899994,100.1600037,100.2900009,21295300,-0.004065854,-0.276430108,0.005907471
8/21/03,66.69902802,100.7699966,101.5199966,100.4000015,101.0500031,46494200,0.003185453,-0.27412521,0.013782655
8/22/03,66.03717804,99.76999664,101.8199997,99.73000336,101.75,52040300,-0.009922933,-0.281328017,0.006152138
8/25/03,66.14308929,99.93000031,100.8300018,99.27999878,99.70999908,23473000,0.001603813,-0.280175401,0.00543371
8/26/03,66.26221466,100.1100006,100.3899994,98.83000183,99.5,45065800,0.001801025,-0.278878979,0.016242214
8/27/03,66.28205872,100.1399994,100.3600006,99.56999969,100.0500031,18919500,0.000299478,-0.27866302,0.016546556
8/28/03,66.69242859,100.7600021,101,99.66000366,100.4000015,27402400,0.006191266,-0.27419703,0.045011161
8/29/03,67.14255524,101.4400024,101.4800034,100.4800034,100.6100006,28706600,0.006749292,-0.269298374,0.045989001
9/2/03,68.04269409,102.8000031,102.8799973,101.0500031,101.6399994,49419100,0.013406384,-0.259502308,0.048979266
9/3/03,68.41336823,103.3600006,103.6999969,102.7799988,103.0299988,44912400,0.00544767,-0.255468321,0.05168901
9/4/03,68.44645691,103.4100037,103.5500031,102.7600021,103.0999985,28381000,0.000483658,-0.255108222,0.048251583
9/5/03,68.06254578,102.8300018,103.5500031,102.4000015,102.9400024,31637300,-0.005608926,-0.259286265,0.032947685
9/8/03,68.62519836,103.6800003,103.8799973,102.9300003,103.0400009,32632800,0.008266699,-0.253163008,0.046850496
9/9/03,68.17510986,103,103.4599991,102.6800003,103.3700027,35053200,-0.006558648,-0.258061249,0.037156268
9/10/03,67.48670959,101.9599991,102.8000031,101.5500031,102.5299988,45904900,-0.010097531,-0.265552998,0.023489437
9/11/03,67.68527222,102.2600021,102.7600021,101.8399963,102.0999985,38396300,0.002942248,-0.263392073,0.017714705
9/12/03,67.81102753,102.4499969,102.6399994,101.3499985,101.9100037,42524800,0.001857942,-0.262023498,0.015763654
9/15/03,67.57274628,102.0899963,102.6299973,101.9499969,102.5199966,21312800,-0.003513901,-0.264616675,0.016326596
9/16/03,68.55900574,103.5800018,103.6399994,102.1699982,102.2300034,37892600,0.014595521,-0.253883371,0.027886129
9/17/03,68.42661285,103.3799973,103.7900009,103.0500031,103.4800034,31885800,-0.001931079,-0.255324182,0.036183176
9/18/03,69.2341156,104.5999985,104.6999969,103.1699982,103.4000015,30243600,0.011801004,-0.246536259,0.046732415
9/19/03,68.88198853,103.6699982,104.5999985,103.4000015,104.2699966,34331600,-0.005086034,-0.250368402,0.039536467
9/22/03,68.13778687,102.5500031,102.9599991,102.0299988,102.8499985,36677400,-0.01080401,-0.258467429,0.027997443
9/23/03,68.3969574,102.9400024,103.2900009,102.3600006,102.5899963,32489200,0.003803624,-0.255646917,0.025558056
9/24/03,67.18105316,101.1100006,103.2200012,101.0699997,103.1200027,41694700,-0.017777168,-0.268879408,0.000573376
9/25/03,66.62953949,100.2799988,101.8799973,100.1999969,101.4100037,52673100,-0.008209363,-0.274881442,-0.020768646
9/26/03,66.41027832,99.94999695,100.6600037,99.84999847,100.4400024,42914700,-0.00329075,-0.277267626,-0.029279218
9/29/03,67.061409,100.9300003,100.9899979,99.79000092,100.3000031,36771600,0.009804667,-0.270181476,-0.020235495
9/30/03,66.41027832,99.94999695,100.7600021,99.25,100.4800034,70764500,-0.009709469,-0.277267626,-0.024275722
10/1/03,67.82551575,102.0800018,102.1800003,100.1999969,100.2399979,65797600,0.021310518,-0.261865825,-0.011652901
10/2/03,68.07137299,102.4499969,102.5599976,101.6299973,101.9300003,44591500,0.003624849,-0.2591902,-0.001521624
10/3/03,68.69593811,103.3899994,104.2799988,103.0800018,103.6699982,48806900,0.009175151,-0.252393159,0.017918024
10/6/03,69.00824738,103.8600006,103.9899979,103.1999969,103.4800034,20226500,0.004546255,-0.248994347,0.019545983
10/7/03,69.27397919,104.2600021,104.3099976,102.9100037,103.2600021,42602900,0.003850725,-0.24610243,0.021573949
10/8/03,69.10123444,104,104.3899994,103.4100037,104.3300018,30920800,-0.002493646,-0.247982384,0.022619891
10/9/03,69.28727722,104.2799988,105.2200012,103.8300018,104.8799973,40066500,0.002692322,-0.24595771,0.01062255
10/10/03,69.47997284,104.5699997,104.5999985,103.9100037,104.2699966,22682800,0.002781111,-0.243860635,0.01539401
10/13/03,69.69922638,104.9000015,105.2900009,104.5100021,104.7099991,23825600,0.003155637,-0.241474534,0.006717942
10/14/03,69.94506073,105.2699966,105.4300003,104.3600006,104.8000031,38484400,0.003527074,-0.238799158,0.015433239
10/15/03,69.75900269,104.9899979,105.8899994,104.6399994,105.8600006,39021700,-0.00266006,-0.240823998,0.023793198
10/16/03,70.03807068,105.4100037,105.7300034,104.6500015,104.6800003,32772200,0.004000458,-0.237786946,0.023993952
10/17/03,69.27397919,104.2600021,105.6299973,103.9800034,105.4700012,32790300,-0.010909659,-0.24610243,0.031153516
10/20/03,69.79223633,105.0400009,105.0400009,103.9400024,104.4499969,27657000,0.007481267,-0.240462321,0.047466887
10/21/03,69.67263794,104.8600006,105.2799988,104.3199997,104.8199997,26729100,-0.001713635,-0.241763891,0.049124318
10/22/03,68.79556274,103.5400009,104.1900024,103.1900024,104.0299988,33914500,-0.012588517,-0.25130896,0.02585919
10/23/03,68.66932678,103.3499985,103.9499969,102.8399963,102.8899994,45830500,-0.001834943,-0.252682765,0.034016549
10/24/03,68.82215118,103.5800018,103.5800018,102.1800003,102.8300018,51723600,0.002225512,-0.251019602,0.014694108
10/27/03,68.85535431,103.6299973,104.1800003,103.2699966,103.7399979,32460200,0.000482448,-0.250658258,0.011517049
10/28/03,69.79223633,105.0400009,105.1500015,103.8199997,103.9800034,34956200,0.013606524,-0.240462321,0.015958705
10/29/03,69.88525391,105.1800003,105.4300003,103.8700027,104.7699966,30955400,0.001332778,-0.239450026,0.012708721
10/30/03,70.03144836,105.4000015,105.9700012,104.8000031,105.7900009,39123100,0.002091921,-0.237859015,0.010934397
10/31/03,69.96498871,105.3000031,105.7399979,105.2200012,105.4000015,25761600,-0.000948997,-0.238582285,0.012499839
11/3/03,70.42344666,105.9899979,106.6100006,105.7099991,105.75,37589300,0.006552677,-0.233592961,0.016397952
11/4/03,70.27062225,105.7600021,106.2699966,105.5800018,105.9899979,31421600,-0.002170078,-0.235256124,0.01137953
11/5/03,70.32381439,105.8399963,105.9700012,104.9000015,105.4899979,33558800,0.000756961,-0.234677243,0.00896119
11/6/03,70.69587708,106.4000015,106.4400024,105.0999985,105.5999985,28392300,0.005290707,-0.230628145,0.010734373
11/7/03,70.17098236,105.6100006,106.7200012,105.5699997,106.6399994,31723200,-0.007424686,-0.236340489,0.005905756
11/10/03,69.88525391,105.1800003,105.8399963,105.0100021,105.7399979,25530800,-0.004071889,-0.239450026,-0.00218191
11/11/03,69.86534119,105.1500015,105.3300018,104.8000031,105.0899963,26558600,-0.000284934,-0.239666733,0.008536568
11/12/03,70.64936829,106.3300018,106.4700012,105.1600037,105.2300034,28000000,0.011221975,-0.231134292,0.012281193
11/13/03,70.66929626,106.3600006,106.5400009,105.7799988,106.0100021,29714800,0.000282069,-0.230917419,0.014304874
11/14/03,70.07128906,105.4599991,106.9499969,105.2900009,106.4000015,49158500,-0.008462051,-0.237425435,0.01854373
11/17/03,69.71915436,104.9300003,105.1399994,104.0400009,104.9100037,44382100,-0.005025378,-0.241257661,0.015288159
11/18/03,68.99494171,103.8399963,105.4499969,103.6999969,105.2399979,41155000,-0.010387571,-0.24913915,0.002510682
11/19/03,69.5796051,104.7200012,105.0100021,103.9199982,104.0299988,29827000,0.008474004,-0.242776353,0.010518438
11/20/03,68.95505524,103.7799988,105.2399979,103.75,104,53578700,-0.008976048,-0.249573229,-0.011995333
11/21/03,69.24073029,104.2099991,104.3300018,103.6200027,104.2399979,30016000,0.004142917,-0.246464273,-0.009222598
11/24/03,70.15771484,105.5899963,105.7799988,104.6800003,104.6900024,28906400,0.013243427,-0.236484878,0.001802997
11/25/03,70.42344666,105.9899979,106.4199982,105.4499969,105.7300034,37580000,0.003787635,-0.233592961,0.006552677
11/26/03,70.6759491,106.3700027,106.4499969,105.3899994,106.4199982,33053600,0.003585488,-0.230845018,0.003585488
11/28/03,70.72907257,106.4499969,106.6600037,106.1999969,106.2799988,10507500,0.000751649,-0.230266883,0.006524068
12/1/03,71.49320221,107.5999985,107.6800003,106.8000031,106.8499985,38699000,0.010803615,-0.221950983,0.016628618
12/2/03,71.31378174,107.3300018,107.7699966,107.0699997,107.3799973,35352000,-0.002509616,-0.223903588,0.008740321
12/3/03,71.20083618,107.1600037,108.0800018,107.0699997,107.6500015,39078600,-0.001583783,-0.225132756,0.014676349
12/4/03,71.49320221,107.5999985,107.7200012,106.9400024,107.1699982,36089500,0.004106216,-0.221950983,0.023008406
12/5/03,70.99487305,106.8499985,107.8000031,106.6200027,107.1200027,28824400,-0.006970301,-0.227374219,0.01616727
12/8/03,71.47324371,107.5699997,107.6399994,106.6800003,106.7399979,32482900,0.006738102,-0.222168188,0.011661469
12/9/03,70.9217453,106.7399979,107.9300003,106.5400009,107.9000015,43596100,-0.007716152,-0.228170057,0.003572259
12/10/03,70.9151535,106.7300034,106.9800034,105.9599991,106.7699966,36915400,-9.29E-05,-0.228241794,0.012042942
12/11/03,71.71247864,107.9300003,108.0999985,106.6699982,106.6800003,45304000,0.011243368,-0.219564633,0.02859077
12/12/03,71.85198212,108.1399994,108.1999969,107.3899994,107.9700012,34142200,0.001945317,-0.218046439,0.041409418
12/15/03,71.49320221,107.5999985,109.2300034,107.4800034,109.1699982,38693400,-0.00499332,-0.221950983,0.02750227
12/16/03,71.86526489,108.1600037,108.5,107.5199966,107.6800003,32894200,0.005204169,-0.217901885,0.042204442
12/17/03,72.09120178,108.5,108.5,107.8000031,108.0599976,23198800,0.003143896,-0.21544305,0.041167554
12/18/03,72.90180969,109.7200012,109.7300034,108.3899994,108.5500031,29353100,0.0112442,-0.206621335,0.03911323
12/19/03,72.69886017,108.9000015,109.3700027,108.5800018,109.3000031,41465100,-0.002783875,-0.208830002,0.032310454
12/22/03,73.20619202,109.6600037,109.6600037,108.7799988,108.7900009,27611300,0.006978539,-0.203308791,0.035800622
12/23/03,73.25297546,109.7300034,109.9499969,109.3799973,109.4800034,24741200,0.000639064,-0.202799654,0.035684094
12/24/03,73.17951965,109.6200027,109.8799973,109.4300003,109.5199966,8055800,-0.001002769,-0.203599062,0.023587102
12/26/03,73.23288727,109.6999969,110.0800018,109.6299973,109.7099991,8308400,0.00072927,-0.203018271,0.026910724
12/29/03,74.2075882,111.1600037,111.2699966,109.7799988,110.0999985,22483700,0.013309607,-0.192410757,0.042229167
12/30/03,74.22093201,111.1800003,111.2699966,110.8499985,111.0899963,19559500,0.000179817,-0.192265539,0.038153695
12/31/03,74.2876358,111.2799988,111.5199966,110.8399963,111.2200012,31501800,0.000898719,-0.191539612,0.046380289
1/2/04,74.25430298,111.2300034,112.1900024,110.7300034,111.7399979,38072300,-0.000448699,-0.191902368,0.038910495
1/5/04,75.0620575,112.4400024,112.5199966,111.5899963,111.6900024,27959800,0.010878218,-0.183111706,0.0583786
1/6/04,75.13548279,112.5500031,112.7300034,112,112.1600037,20472800,0.000978195,-0.18231263,0.059512376
1/7/04,75.38917542,112.9300003,113.0599976,111.8899994,112.3899994,30170400,0.003376469,-0.179551734,0.051269972
1/8/04,75.68960571,113.3799973,113.4100037,112.7699966,113.25,36438400,0.003985059,-0.176282199,0.053410128
1/9/04,75.02868652,112.3899994,113.5,112.2699966,112.8300018,54084300,-0.008731968,-0.183474876,0.049452035
1/12/04,75.58277893,113.2200012,113.25,112.3600006,112.5500031,31564100,0.007385074,-0.177444778,0.051728941
1/13/04,75.14217377,112.5599976,113.2300034,111.7600021,113.0899963,54239700,-0.005829439,-0.182239813,0.042321003
1/14/04,75.76964569,113.5,113.6600037,112.6699982,112.7600021,30112800,0.008350463,-0.175411137,0.039338338
1/15/04,75.95661163,113.7799988,114.0599976,112.5800018,113.5699997,38408700,0.002467557,-0.173376417,0.044811589
1/16/04,76.25704956,114.2300034,114.3099976,113.6299973,114.0400009,31922700,0.003955389,-0.170106799,0.041674856
1/20/04,76.23701477,114.1999969,114.6500015,113.8199997,114.5299988,29863000,-0.000262727,-0.170324835,0.040736083
1/21/04,76.83783722,115.0999985,115.3000031,113.7200012,114.1299973,30725000,0.007880981,-0.163786181,0.049991003
1/22/04,76.63757324,114.8000031,115.3799973,114.5800018,115.1399994,29888500,-0.00260632,-0.165965621,0.046491216
1/23/04,76.39055634,114.4300003,115.3700027,113.9499969,115,44245300,-0.003223183,-0.168653866,0.029417047
1/26/04,77.35184479,115.8700027,115.9300003,114.3799973,114.3899994,30460600,0.012583865,-0.158192319,0.04218369
1/27/04,76.55741119,114.6800003,116.5,114.6500015,115.75,35322800,-0.01027039,-0.166838012,0.030553878
1/28/04,75.68289185,113.3700027,115.2799988,112.9400024,114.9800034,52621300,-0.011423053,-0.176355265,0.019239139
1/29/04,75.75634766,113.4800034,113.8499985,112.5599976,113.5599976,60117100,0.000970574,-0.175555857,0.009249549
1/30/04,75.75634766,113.4800034,113.7200012,113.0899963,113.5199966,30984400,0,-0.175555857,0.008263271
2/2/04,76.08346558,113.9700012,114.6800003,113.1200027,113.6999969,38832400,0.004318027,-0.171995886,0.009209414
2/3/04,75.95661163,113.7799988,114.1399994,113.4400024,113.7399979,25093500,-0.0016673,-0.173376417,0.003527643
2/4/04,75.33576202,112.8499985,113.7300034,112.7900009,113.1900024,39332600,-0.00817374,-0.180133023,0.004092775
2/5/04,75.55608368,113.1800003,113.5400009,112.7799988,113.1699982,37226800,0.002924529,-0.177735298,-0.000353192
2/6/04,76.403862,114.4499969,114.6999969,113.1999969,113.4199982,37216000,0.011220517,-0.168509063,0.016790681
2/9/04,76.42391968,114.4800034,114.8700027,114.2900009,114.6699982,24851300,0.000262522,-0.168290779,0.008635041
2/10/04,76.6709137,114.8499985,115.1399994,114.2600021,114.2799988,27908100,0.003231894,-0.165602782,0.00940408
