,c_date,option_symbol,dte,stocks_id,expiration_date,call_put,price_strike,price_open,price_high,price_low,price,volume,openinterest,iv,delta,preiv,gamma,theta,vega,rho,Ask,Bid,underlying_price,calc_OTM,option_id,is_settlement
115,2025-04-08,SPY   250509P00575000,31,627,2025-05-09,P,575.0,,,,77.905,0,58,0.284146,-0.986999,-1.0,0.002669,-0.012266,0.054009,-0.032219,79.04,76.77,496.74,-15.75,137937940,0
116,2025-04-08,SPY   250509P00576000,31,627,2025-05-09,P,576.0,76.11,76.11,76.11,79.020004,5,12,0.283621,-0.990196,-1.0,0.002448,-0.010712,0.04594,-0.018921,80.97,77.07,496.74,-15.96,137937942,0
117,2025-04-08,SPY   250509P00577000,31,627,2025-05-09,P,577.0,,,,80.14,0,4,0.282924,-0.992923,-1.0,0.00223,-0.008185,0.039007,-0.007584,82.05,78.23,496.74,-16.16,137937944,0
118,2025-04-08,SPY   250509P00577500,31,627,2025-05-09,P,577.5,,,,80.515,0,4,0.282703,-0.993953,-1.0,0.002095,-0.005319,0.0363,-0.003317,82.46,78.57,496.74,-16.26,137937946,0
119,2025-04-08,SPY   250509P00578000,31,627,2025-05-09,P,578.0,,,,81.1,0,5,0.282442,-0.994839,-1.0,0.001883,0.0,0.032636,0.0,82.96,79.24,496.74,-16.36,137937948,0
120,2025-04-08,SPY   250509P00579000,31,627,2025-05-09,P,579.0,59.41,81.84,59.41,82.229996,2,11,0.28221,-0.996394,-1.0,0.00151,0.0,0.020681,0.0,84.25,80.21,496.74,-16.56,137937950,0
121,2025-04-08,SPY   250509P00580000,31,627,2025-05-09,P,580.0,56.15,56.15,56.15,83.075,1,92,0.284417,-0.996632,-1.0,0.001437,0.0,0.01916,0.0,84.94,81.21,496.74,-16.76,137937952,0
122,2025-04-08,SPY   250509P00581000,31,627,2025-05-09,P,581.0,,,,84.08,0,3,0.281288,-0.999311,-1.0,0.000811,0.0,0.001878,0.0,85.94,82.22,496.74,-16.96,137937954,0
123,2025-04-08,SPY   250509P00582000,31,627,2025-05-09,P,582.0,,,,85.205,0,0,0.280569,-1.0,-1.0,0.000576,0.0,0.0,0.0,87.27,83.14,496.74,-17.16,137937956,0
124,2025-04-08,SPY   250509P00582500,31,627,2025-05-09,P,582.5,,,,85.705,0,178,0.280383,-1.0,-1.0,0.000476,0.0,0.0,0.0,87.69,83.72,496.74,-17.26,137937958,0
125,2025-04-08,SPY   250509P00583000,31,627,2025-05-09,P,583.0,,,,86.005005,0,18,0.280158,-1.0,-1.0,0.000377,0.0,0.0,0.0,87.79,84.22,496.74,-17.37,137937960,0
126,2025-04-08,SPY   250509P00585000,31,627,2025-05-09,P,585.0,,,,88.244995,0,50,0.27992,-1.0,-1.0,7.4e-05,0.0,0.0,0.0,90.27,86.22,496.74,-17.77,137937962,0
127,2025-04-08,SPY   250509P00590000,31,627,2025-05-09,P,590.0,,,,93.18,0,1,0.279271,-1.0,-1.0,0.0,0.0,0.0,0.0,95.14,91.22,496.74,-18.77,137937964,0
128,2025-04-08,SPY   250509P00595000,31,627,2025-05-09,P,595.0,,,,98.244995,0,0,0.283582,-1.0,-1.0,0.0,0.0,0.0,0.0,100.27,96.22,496.74,-19.78,137937966,0
129,2025-04-08,SPY   250509P00600000,31,627,2025-05-09,P,600.0,,,,103.08,0,0,0.283405,-1.0,-1.0,0.0,0.0,0.0,0.0,104.94,101.22,496.74,-20.79,137937968,0
130,2025-04-08,SPY   250509P00605000,31,627,2025-05-09,P,605.0,,,,108.08,0,0,0.284376,-1.0,-1.0,0.0,0.0,0.0,0.0,109.94,106.22,496.74,-21.79,137937970,0
131,2025-04-08,SPY   250509P00610000,31,627,2025-05-09,P,610.0,,,,113.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,114.94,111.22,496.74,-22.8,137937972,0
132,2025-04-08,SPY   250509P00615000,31,627,2025-05-09,P,615.0,,,,118.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,119.94,116.22,496.74,-23.81,137937974,0
133,2025-04-08,SPY   250509P00620000,31,627,2025-05-09,P,620.0,,,,123.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,124.94,121.22,496.74,-24.81,137973706,0
134,2025-04-08,SPY   250509P00625000,31,627,2025-05-09,P,625.0,,,,128.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,129.94,126.22,496.74,-25.82,137973708,0
135,2025-04-08,SPY   250509P00630000,31,627,2025-05-09,P,630.0,,,,133.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,134.94,131.22,496.74,-26.83,137973710,0
136,2025-04-08,SPY   250509P00635000,31,627,2025-05-09,P,635.0,,,,138.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,139.94,136.22,496.74,-27.83,137973712,0
137,2025-04-08,SPY   250509P00640000,31,627,2025-05-09,P,640.0,,,,143.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,144.94,141.22,496.74,-28.84,137973714,0
138,2025-04-08,SPY   250509P00645000,31,627,2025-05-09,P,645.0,,,,148.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,149.94,146.22,496.74,-29.85,137973716,0
139,2025-04-08,SPY   250509P00650000,31,627,2025-05-09,P,650.0,,,,153.08,0,0,0.283824,-1.0,-1.0,0.0,0.0,0.0,0.0,154.94,151.22,496.74,-30.85,137973718,0
